"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_773"|"AJCC Cancer Stage Low Risk Recurrence Prostate Cancer"|"Procedure"|"procedure result"|"A_c286"|"SNOMED-CT"|"July 2009"|"261650005, 261651009"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_7053"|"Bone Scan"|"Diagnostic study"|"diagnostic study performed"|"A_c272"|"CPT"|"2010"|"78300, 78305, 78306, 78315, 78320, 78350, 78351"|"indication"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1127"|"Bone Scan"|"Diagnostic study"|"diagnostic study performed"|"A_c320"|"GROUPING"||"A_c271, A_c272"|"indication"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_7019"|"Bone Scan"|"Diagnostic study"|"diagnostic study performed"|"A_c271"|"SNOMED-CT"|"7/2009"|"169140007, 241283001, 241401004, 241403001, 241404007, 241405008, 303883000, 3998005, 41747008, 418832007, 429793003, 430266004, 430825006, 430826007, 430827003, 430828008, 430829000, 430830005, 430831009, 430832002, 431497006, 431616006, 431617002, 432056005, 432275005, 432399008, 432400001, 432850003, 432851004, 433131007, 433171002, 58518000"|"indication"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1335"|"Gleason Score"|"Laboratory test"|"laboratory test result"|"A_c397"|"GROUPING"||"A_c281, A_c282"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_769"|"Gleason Score"|"Laboratory test"|"laboratory test result"|"A_c282"|"LOINC"|"2.27, Released: July 07, 2009"|"35266-6"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_770"|"Gleason Score"|"Laboratory test"|"laboratory test result"|"A_c282"|"LOINC"|"2.27, Released: July 07, 2009"|"35266-6"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_767"|"Gleason Score"|"Laboratory test"|"laboratory test result"|"A_c281"|"SNOMED-CT"|"July 2009"|"372278000, 384997002"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_768"|"Gleason Score"|"Laboratory test"|"laboratory test result"|"A_c281"|"SNOMED-CT"|"July 2009"|"372278000, 384997002"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_764"|"Gleason Score <= 6"|"Laboratory test"|"laboratory test result"|"A_c280"|"SNOMED-CT"|"July 2009"|"18430005, 369775001, 369776000, 46677009, 49878003, 74013009, 84556003"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_348"|"Measurement enddate"|"Measure timing"|"end: 12/31/yyyy 23:59:59 (prompt for year)"|"A_c130"||||
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_349"|"Measurement period"|"Measure timing"|"start of timing window"|"A_c131"||||
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1445"|"Pain Related to prostate cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c451"|"GROUPING"||"A_c325, A_c449, A_c450"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1596"|"Pain Related to Prostate Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c450"|"ICD-10-CM"|"2010"|"G89.3, M53.3, M54.6, M54.89, M54.9, M79.65, M89.8x1, R07.89, Z12.5"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1595"|"Pain Related to Prostate Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c449"|"ICD-9-CM"|"2010"|"338.3, 724.1, 724.5, 724.6, 724.79, 733.90, 786.50, 786.59, 789.00, V76.44, V84.03"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1132"|"Pain Related to Prostate Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c325"|"SNOMED-CT"|"07/09"|"12584003, 161977000, 203508001, 203509009, 20793008, 267981009, 282743009, 297217002, 298731003, 298740004, 301773003, 3200003, 34789001, 36729000, 426135001, 48926009, 89638008"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1126"|"Prostate Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c319"|"GROUPING"||"A_c90, A_c91, A_c92"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_7100"|"Prostate Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c91"|"ICD-10-CM"|"2010"|"C61"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_7099"|"Prostate Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c90"|"ICD-9-CM"|"2009"|"185"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_7035"|"Prostate Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c92"|"SNOMED-CT"|"7/2009"|"254900004, 278060005, 314969001, 369485004, 369486003, 396198006, 399068003, 399490008, 399590005, 427492003, 93974005, 94503003"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_285"|"Prostate Cancer Treatment"|"Procedure"|"procedure performed"|"A_c113"|"CPT"|"2010"|"55810, 55812, 55815, 55840, 55842, 55845, 55866, 55873, 77427, 77776, 77777, 77778, 77787"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1334"|"Prostate Cancer Treatment"|"Procedure"|"procedure performed"|"A_c398"|"GROUPING"||"A_c113, A_c213"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_569"|"Prostate Cancer Treatment"|"Procedure"|"procedure performed"|"A_c213"|"SNOMED-CT"|"July 2009"|"10492003, 113120007, 116244007, 118161009, 118162002, 118163007, 14473006, 169327006, 169328001, 169329009, 169340001, 169349000, 169359004, 169374002, 176106009, 176258007, 176259004, 176260009, 176261008, 176262001, 176263006, 176267007, 176286004, 176288003, 176319004, 19149007, 21190008, 21372000, 228677009, 228684001, 228688003, 228690002, 228692005, 228693000, 228694006, 228695007, 228697004, 228698009, 228699001, 228701001, 228702008, 236209003, 236211007, 236252003, 24242005, 26294005, 265589001, 271291003, 27877006, 28579000, 29860002, 30426000, 312235007, 314202001, 359922007, 359926005, 36253005, 37851009, 384691004, 384692006, 38915000, 394902000, 394918006, 399124002, 399180008, 399315003, 41371003, 41416003, 420529003, 427357007, 427985002, 433224001, 433225000, 57525009, 62867004, 64978007, 65381004, 65551008, 67598001, 68986004, 72388004, 77613002, 81232004, 83154001, 84755001, 85768003, 87795007, 8782006, 90199006, 90470006, 91531008"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_570"|"Prostate Specific Antigen Test"|"Laboratory test"|"laboratory test result"|"A_c214"|"CPT"|"2010"|"84152, 84153, 84154"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1338"|"Prostate Specific Antigen Test"|"Laboratory test"|"laboratory test result"|"A_c401"|"GROUPING"||"A_c214, A_c215, A_c400"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_572"|"Prostate Specific Antigen Test"|"Laboratory test"|"laboratory test result"|"A_c215"|"LOINC"|"2.27, Released: July 07, 2009"|"10508-0, 10886-0, 12841-3, 14120-0, 15323-9, 15324-7, 15325-4, 19195-7, 19197-3, 19198-1, 19199-9, 19200-5, 19201-3, 19203-9, 19204-7, 19205-4, 19206-2, 2857-1, 33667-7, 34611-4, 35741-8"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_573"|"Prostate Specific Antigen Test"|"Laboratory test"|"laboratory test result"|"A_c215"|"LOINC"|"2.27, Released: July 07, 2009"|"10508-0, 10886-0, 12841-3, 14120-0, 15323-9, 15324-7, 15325-4, 19195-7, 19197-3, 19198-1, 19199-9, 19200-5, 19201-3, 19203-9, 19204-7, 19205-4, 19206-2, 2857-1, 33667-7, 34611-4, 35741-8"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1601"|"Prostate Specific Antigen Test"|"Laboratory test"|"laboratory test performed"|"A_c400"|"SNOMED-CT"|"07/09"|"395145001, 395146000, 63476009"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1130"|"Salvage Therapy"|"Procedure"|"procedure performed"|"A_c323"|"CPT"|"2010"|"55860, 55862, 55865, 55875, 55876"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1337"|"Salvage Therapy"|"Procedure"|"procedure performed"|"A_c399"|"GROUPING"||"A_c323, A_c324"|"datetime"
"0389"|"Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients"|"A_1131"|"Salvage Therapy"|"Procedure"|"procedure performed"|"A_c324"|"SNOMED-CT"|"07/09"|"236209003, 236211007"|"datetime"
