"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1520"|"Aminopenicillins"|"Medication"|"medication dispensed"|"N_c374"|"RxNorm"|"07/2009"|"105134, 105152, 199693, 199694, 199928, 199997, 239187, 239191, 240984, 246282, 250463, 308177, 308181, 308182, 308183, 308188, 308189, 308191, 308192, 308194, 308206, 308207, 308208, 308209, 308210, 308212, 313797, 313798, 313799, 313800, 313801, 313819, 313850, 346892, 392151, 392152, 403945, 476299, 562255, 562256, 598025, 746669, 756252, 789980, 791939, 791947, 802550, 846994, 852904"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1534"|"Aminopenicillins"|"Medication"|"medication order"|"N_c374"|"RxNorm"|"07/2009"|"105134, 105152, 199693, 199694, 199928, 199997, 239187, 239191, 240984, 246282, 250463, 308177, 308181, 308182, 308183, 308188, 308189, 308191, 308192, 308194, 308206, 308207, 308208, 308209, 308210, 308212, 313797, 313798, 313799, 313800, 313801, 313819, 313850, 346892, 392151, 392152, 403945, 476299, 562255, 562256, 598025, 746669, 756252, 789980, 791939, 791947, 802550, 846994, 852904"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1548"|"Aminopenicillins"|"Medication"|"medication active"|"N_c374"|"RxNorm"|"07/2009"|"105134, 105152, 199693, 199694, 199928, 199997, 239187, 239191, 240984, 246282, 250463, 308177, 308181, 308182, 308183, 308188, 308189, 308191, 308192, 308194, 308206, 308207, 308208, 308209, 308210, 308212, 313797, 313798, 313799, 313800, 313801, 313819, 313850, 346892, 392151, 392152, 403945, 476299, 562255, 562256, 598025, 746669, 756252, 789980, 791939, 791947, 802550, 846994, 852904"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1562"|"Aminopenicillins"|"Medication"|"medication dispensed"|"N_c374"|"RxNorm"|"07/2009"|"105134, 105152, 199693, 199694, 199928, 199997, 239187, 239191, 240984, 246282, 250463, 308177, 308181, 308182, 308183, 308188, 308189, 308191, 308192, 308194, 308206, 308207, 308208, 308209, 308210, 308212, 313797, 313798, 313799, 313800, 313801, 313819, 313850, 346892, 392151, 392152, 403945, 476299, 562255, 562256, 598025, 746669, 756252, 789980, 791939, 791947, 802550, 846994, 852904"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1521"|"Beta-Lactamase inhibitors"|"Medication"|"medication dispensed"|"N_c376"|"RxNorm"|"07/2009"|"562251, 562253, 562508, 617293, 617295, 617296, 617302, 617304, 617309, 617316, 617322, 617423, 617430, 617975, 617976, 617981, 617989, 617993, 617995, 617996, 645806"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1535"|"Beta-Lactamase inhibitors"|"Medication"|"medication order"|"N_c376"|"RxNorm"|"07/2009"|"562251, 562253, 562508, 617293, 617295, 617296, 617302, 617304, 617309, 617316, 617322, 617423, 617430, 617975, 617976, 617981, 617989, 617993, 617995, 617996, 645806"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1549"|"Beta-Lactamase inhibitors"|"Medication"|"medication active"|"N_c376"|"RxNorm"|"07/2009"|"562251, 562253, 562508, 617293, 617295, 617296, 617302, 617304, 617309, 617316, 617322, 617423, 617430, 617975, 617976, 617981, 617989, 617993, 617995, 617996, 645806"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1563"|"Beta-Lactamase inhibitors"|"Medication"|"medication dispensed"|"N_c376"|"RxNorm"|"07/2009"|"562251, 562253, 562508, 617293, 617295, 617296, 617302, 617304, 617309, 617316, 617322, 617423, 617430, 617975, 617976, 617981, 617989, 617993, 617995, 617996, 645806"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_993"|"birthdate"|"Individual characteristic"|"patient characteristic"|"N_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_994"|"birthdate"|"Individual characteristic"|"patient characteristic"|"N_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1668"|"encounter ambulatory including pediatrics"|"Encounter"|"encounter"|"N_c524"|"GROUPING"||"N_c159, N_c27, N_c60"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1501"|"encounter ED"|"Encounter"|"encounter"|"N_c60"|"CPT"|"06/2009"|"99281, 99282, 99283, 99284, 99285"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1499"|"encounter outpatient"|"Encounter"|"encounter"|"N_c27"|"CPT"|"06/2009"|"99201, 99202, 99203, 99204, 99205, 99211, 99212, 99213, 99214, 99215, 99217, 99218, 99219, 99220, 99241, 99242, 99243, 99244, 99245, 99341, 99342, 99343, 99344, 99345, 99347-99350, 99384, 99385, 99386, 99387, 99394, 99395, 99396, 99397, 99401, 99402, 99403, 99404, 99411, 99412, 99420, 99429, 99455, 99456"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1502"|"encounter outpatient"|"Encounter"|"encounter"|"N_c159"|"ICD-9-CM"|"06/2009"|"V70.0, V70.3, V70.5, V70.6, V70.8, V70.9"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1508"|"First generation cephalosporins"|"Medication"|"medication dispensed"|"N_c284"|"RxNorm"|"07/2009"|"105170, 105171, 197454, 197455, 197456, 242794, 250582, 309046, 309047, 309048, 309049, 309051, 309052, 309053, 309110, 309111, 309112, 309113, 309114, 309115, 309121, 313889, 313920, 313929, 347996, 406696, 476193, 562062, 562641, 637173, 645617, 755615, 755616, 755617, 796301, 854220"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1522"|"First generation cephalosporins"|"Medication"|"medication order"|"N_c284"|"RxNorm"|"07/2009"|"105170, 105171, 197454, 197455, 197456, 242794, 250582, 309046, 309047, 309048, 309049, 309051, 309052, 309053, 309110, 309111, 309112, 309113, 309114, 309115, 309121, 313889, 313920, 313929, 347996, 406696, 476193, 562062, 562641, 637173, 645617, 755615, 755616, 755617, 796301, 854220"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1536"|"First generation cephalosporins"|"Medication"|"medication active"|"N_c284"|"RxNorm"|"07/2009"|"105170, 105171, 197454, 197455, 197456, 242794, 250582, 309046, 309047, 309048, 309049, 309051, 309052, 309053, 309110, 309111, 309112, 309113, 309114, 309115, 309121, 313889, 313920, 313929, 347996, 406696, 476193, 562062, 562641, 637173, 645617, 755615, 755616, 755617, 796301, 854220"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1550"|"First generation cephalosporins"|"Medication"|"medication dispensed"|"N_c284"|"RxNorm"|"07/2009"|"105170, 105171, 197454, 197455, 197456, 242794, 250582, 309046, 309047, 309048, 309049, 309051, 309052, 309053, 309110, 309111, 309112, 309113, 309114, 309115, 309121, 313889, 313920, 313929, 347996, 406696, 476193, 562062, 562641, 637173, 645617, 755615, 755616, 755617, 796301, 854220"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1509"|"Folate antagonist"|"Medication"|"medication dispensed"|"N_c285"|"RxNorm"|"07/2009"|"108449, 141843, 198332, 198333, 244967, 562707"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1523"|"Folate antagonist"|"Medication"|"medication order"|"N_c285"|"RxNorm"|"07/2009"|"108449, 141843, 198332, 198333, 244967, 562707"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1537"|"Folate antagonist"|"Medication"|"medication active"|"N_c285"|"RxNorm"|"07/2009"|"108449, 141843, 198332, 198333, 244967, 562707"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1551"|"Folate antagonist"|"Medication"|"medication dispensed"|"N_c285"|"RxNorm"|"07/2009"|"108449, 141843, 198332, 198333, 244967, 562707"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_7057"|"Group A Streptococcus Test"|"Laboratory test"|"laboratory test performed"|"N_c241"|"CPT"|"06/2009"|"87070. 87071, 87081, 87430, 87650, 87651, 87652, 87880"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_1248"|"Group A Streptococcus Test"|"Laboratory test"|"laboratory test performed"|"N_c415"|"GROUPING"||"N_c241, N_c242, N_c243"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_7058"|"Group A Streptococcus Test"|"Laboratory test"|"laboratory test performed"|"N_c242"|"LOINC"|"06/2009"|"11268-0, 17656-0, 18481-2, 31971-5, 49610-9, 5036-9, 626-2, 6556-5, 6558-1, 6559-9"|"datetime"
"0002"|"Appropriate Testing for Children with Pharyngitis"|"N_7059"|"Group A Streptococcus Test"|"Laboratory test"|"laboratory test performed"|"N_c243"|"SNOMED-CT"|"07/2009"|"122121004, 122205003, 122245007, 122303007, 89634005"|"datetime"
