"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2027"|"birthdate"|"Individual characteristic"|"patient characteristic"|"N_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2028"|"measurement enddate"|"Measure timing"|"end: 12/31/yyyy 23:59:59 (prompt for year)"|"N_c1"||||"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2029"|"measurement period"|"Measure timing"|"end: 12/31/yyyy 23:59:59 (prompt for year)"|"N_c2"||||"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2031"|"Depression"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c612"|"GROUPING"||"c609, c610, c611"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2032"|"Depression"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c610"|"ICD-10-CM"|"06/2009"|"F31, F32.3, F33.3, F39, F43.2, F43.23"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2033"|"Depression"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c609"|"ICD-9-CM"|"06/2009"|"296.26, 296.36, 296.4, 296.40, 296.41, 296.42, 296.43, 296.44, 296.45, 296.46, 296.5, 296.50, 296.51, 296.52, 296.53, 296.54, 296.55, 296.56, 296.6, 296.60, 296.61, 296.62, 296.63, 296.64, 296.65, 296.66, 296.7, 296.8, 296.80, 296.81, 296.82, 296.89, 296.9, 296.90, 296.99, 309.0, 309.28"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2034"|"Depression"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c611"|"SNOMED-CT"|"07/2009"|"1196001, 15193003, 15639000, 16295005, 18818009, 191495003, 191601008, 191602001, 191604000, 191606003, 191610000, 191611001, 191613003, 191615005, 191627008, 191629006, 191630001, 191632009, 191634005, 191659001, 191676002, 192079006, 192080009, 19694002, 20250007, 22121000, 22407005, 231485007, 231499006, 231500002, 231542000, 237349002, 237350002, 247803002, 2506003, 25922000, 2618002, 26203008, 268620009, 268621008, 274948002, 279225001, 28475009, 29929003, 300706003, 30687003, 310495003, 310496002, 310497006, 3109008, 319768000, 320751009, 321717001, 33078009, 33135002, 33736005, 34315001, 35489007, 357705009, 36170009, 36474008, 36923009, 370143000, 38451003, 39809009, 40379007, 40568001, 426578000, 42810003, 42925002, 430852001, 43568002, 442057004, 46244001, 48589009, 49468007, 49512000, 51637008, 53607008, 54761006, 58703003, 596004, 59617007, 60099002, 61403008, 66344007, 66631006, 67711008, 68019004, 71336009, 73867007, 74686005, 75084000, 75752004, 76441001, 77911002, 78667006, 79842004, 82218004, 83176005, 832007, 83458005, 84760002, 84788008, 85080004, 87414006, 87512008, 87842000"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2035"|"Major Depression"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c616"|"GROUPING"||"c613, c614, c615"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2036"|"Major Depression"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c614"|"ICD-10-CM"|"06/2009"|"F30, F30.2, F32, F33, F33.0, F33.1, F33.2, F33.3, F33.9, F34.1, F34.9, F43.21"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2037"|"Major Depression"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c613"|"ICD-9-CM"|"06/2009"|"296.20, 296.21, 296.22, 296.23, 296.24, 296.25, 296.30, 296.31, 296.32, 296.33, 296.34, 296.35, 298.0, 300.4, 309.1, 311"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2038"|"Major Depression"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c615"|"SNOMED-CT"|"07/2009"|"14183003, 15193003, 15639000, 18818009, 191610000, 191611001, 191613003, 191615005, 19527009, 20250007, 25922000, 2618002, 268621008, 28475009, 30605009, 319768000, 320751009, 33078009, 33135002, 33736005, 35489007, 36474008, 36923009, 370143000, 38694004, 39809009, 40379007, 42810003, 42925002, 430852001, 46244001, 60099002, 63412003, 63778009, 66344007, 68019004, 69392006, 70747007, 71336009, 73867007, 75084000, 76441001, 77911002, 79298009, 832007, 87512008"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2039"|"encounter ED"|"Encounter"|"encounter"|"N_c60"|"CPT"|"06/2009"|"99281, 99282, 99283, 99284, 99285"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2040"|"Antidepressant Medications"|"Medication"|"medication dispensed"|"N_c625"|"GROUPING"||"c617, c618, c619, c620, c621, c622, c623, c624"|"datetime"
"0105"|"Anti-depressant medication management:  (a) Effective Acute Phase Treatment, (b) Effective Continuation Phase Treatment"|"N_2041"|"Miscellaneous antidepressants"|"Medication"|"medication dispensed"|"N_c617"|"RxNorm"|"07/2009"|"199676, 199677, 260278, 260279, 403917, 403918, 434428, 484425, 636353, 636354, 700622, 803402, 803404, 803406, 844970, 845133, 845134, 845135"|"datetime"
