"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1508"|"Acute Renal Insufficiency"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c498"|"GROUPING"||"A_c495, A_c496, A_c497"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7085"|"Acute Renal Insufficiency"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c496"|"ICD-10-CM"|"2010"|"N18.9, N28.9"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7097"|"Acute Renal Insufficiency"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c495"|"ICD-9-CM"|"2010"|"593.9"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7042"|"Acute Renal Insufficiency"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c497"|"SNOMED-CT"|"07/2009"|"14669001, 236428007, 269257004, 301814009, 307309005, 422593004, 430535006, 55655006"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_226"|"birthdate"|"Individual characteristic"|"patient characteristic"|"A_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_790"|"Chemotherapy for Colon Cancer"|"Medication"|"medication order"|"A_c293"|"RxNorm"|"12/2009"|"105583 , 105584 , 105691, 197352 , 197709 , 197860 , 197861 , 197862 , 197863 , 199224 , 199316 , 200327 , 200328 , 237788 , 239177 , 244197 , 250288 , 284191 , 310261 , 310378 , 310379 , 310380 , 311282 , 388641"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_791"|"Chemotherapy for Colon Cancer"|"Medication"|"medication administered"|"A_c293"|"RxNorm"|"12/2009"|"105583 , 105584 , 105691, 197352 , 197709 , 197860 , 197861 , 197862 , 197863 , 199224 , 199316 , 200327 , 200328 , 237788 , 239177 , 244197 , 250288 , 284191 , 310261 , 310378 , 310379 , 310380 , 311282 , 388641"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_797"|"Chemotherapy for Colon Cancer"|"Medication"|"medication intolerance"|"A_c293"|"RxNorm"|"12/2009"|"105583 , 105584 , 105691, 197352 , 197709 , 197860 , 197861 , 197862 , 197863 , 199224 , 199316 , 200327 , 200328 , 237788 , 239177 , 244197 , 250288 , 284191 , 310261 , 310378 , 310379 , 310380 , 311282 , 388641"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_798"|"Chemotherapy for Colon Cancer"|"Medication"|"medication adverse event"|"A_c293"|"RxNorm"|"12/2009"|"105583 , 105584 , 105691, 197352 , 197709 , 197860 , 197861 , 197862 , 197863 , 199224 , 199316 , 200327 , 200328 , 237788 , 239177 , 244197 , 250288 , 284191 , 310261 , 310378 , 310379 , 310380 , 311282 , 388641"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_799"|"Chemotherapy for Colon Cancer"|"Medication"|"medication allergy"|"A_c293"|"RxNorm"|"12/2009"|"105583 , 105584 , 105691, 197352 , 197709 , 197860 , 197861 , 197862 , 197863 , 199224 , 199316 , 200327 , 200328 , 237788 , 239177 , 244197 , 250288 , 284191 , 310261 , 310378 , 310379 , 310380 , 311282 , 388641"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1324"|"Colon Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c391"|"GROUPING"||"A_c316, A_c344, A_c345"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1192"|"Colon Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c345"|"ICD-10-CM"|"2010"|"C18.0, C18.1, C18.2, C18.3, C18.4, C18.5, C18.6, C18.7, C18.9, C19"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1191"|"Colon Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c344"|"ICD-9-CM"|"2009"|"153.0, 153.1, 153.2, 153.3, 153.4, 153.5, 153.6, 153.7, 153.8, 153.9"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1118"|"Colon Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c316"|"SNOMED-CT"|"07/09"|"109838007, 126838000, 187757001, 187758006, 269533000, 269544008, 285312008, 285611007, 301756000, 312111009, 312112002, 312113007, 312114001, 312115000, 314965007, 315058005, 363406005, 363407001, 363408006, 363409003, 363410008, 363412000, 363413005, 363414004, 363510005, 425178004, 93683002, 93761005, 93771007, 93826009, 93980002, 94006002, 94072004, 94105000, 94179005, 94260004, 94271003, 94328005, 94509004, 94538001, 94604000, 94643001"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1325"|"Colon Cancer History"|"Diagnosis / Condition / Problem"|"diagnosis inactive"|"A_c392"|"GROUPING"||"A_c415, A_c93, A_c94"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_785"|"Colon Cancer History"|"Diagnosis / Condition / Problem"|"diagnosis inactive"|"A_c94"|"ICD-10-CM"|"2010"|"Z85.03"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_784"|"Colon Cancer History"|"Diagnosis / Condition / Problem"|"diagnosis inactive"|"A_c93"|"ICD-9-CM"|"2009"|"V10.05"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1443"|"Colon Cancer History"|"Diagnosis / Condition / Problem"|"diagnosis inactive"|"A_c415"|"SNOMED-CT"|"07/09"|"429699009"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_788"|"Colon Cancer Stage III"|"Procedure"|"procedure result"|"A_c292"|"SNOMED-CT"|"7/2009"|"261654001, 261656004, 261657008, 261658003, 369921003, 370046006"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1511"|"ECOG Performance Status-Poor"|"Individual characteristic"|"patient characteristic"|"A_c508"|"SNOMED-CT"|"07/2009"|"422894000, 423053003, 423237006"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_287"|"Encounter Office Visit"|"Encounter"|"encounter"|"A_c114"|"CPT"|"2010"|"99201, 99202, 99203, 99204, 99205, 99212, 99213, 99214, 99215"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1510"|"Leukopenia"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c506"|"GROUPING"||"A_c503, A_c504, A_c505"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7067"|"Leukopenia"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c504"|"ICD-10-CM"|"2010"|"D70.0, D72.818, D72.819"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7080"|"Leukopenia"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c503"|"ICD-9-CM"|"2010"|"288.50, 288.59"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7040"|"Leukopenia"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c505"|"SNOMED-CT"|"07/2009"|"123777002, 127034005, 183005, 234418001, 417672002, 426800001, 427245000, 5876000, 84828003"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_338"|"Measurement enddate"|"Measure timing"|"end: 12/31/yyyy 23:59:59 (prompt for year)"|"A_c130"||||
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_339"|"Measurement period"|"Measure timing"|"start of timing window"|"A_c131"||||
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_961"|"Medical reason"|"Negation Rationale"|"medication not done"|"A_c313"|"HL7"|"3.0"|"21703, 21704, 21738, 21745, 21747, 21815, 21990, 22259, 22261, 22855"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_984"|"Medical reason"|"Negation Rationale"|"medication not done"|"A_c313"|"HL7"|"3.0"|"21703, 21704, 21738, 21745, 21747, 21815, 21990, 22259, 22261, 22855"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1506"|"Metastatic Sites Common to Colon Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c490"|"GROUPING"||"A_c487, A_c488, A_c489"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7096"|"Metastatic Sites Common to Colon Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c488"|"ICD-10-CM"|"2010"|"C78.7"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7095"|"Metastatic Sites Common to Colon Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c487"|"ICD-9-CM"|"2010"|"197.7"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7093"|"Metastatic Sites Common to Colon Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c489"|"SNOMED-CT"|"07/2009"|"94222008"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_1509"|"Neutropenia"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c502"|"GROUPING"||"A_c496, A_c497, A_c499"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_7055"|"Neutropenia"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c499"|"ICD-9-CM"|"2010"|"288.00, 288.02, 288.03, 288.04, 288.09, 289.53"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_965"|"Patient reason"|"Negation Rationale"|"medication not done"|"A_c311"|"HL7"|"3.0"|"14880, 15985, 19729, 21708, 21710, 21741, 21743, 21746, 22260, 22851"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_982"|"Patient reason"|"Negation Rationale"|"medication not done"|"A_c311"|"HL7"|"3.0"|"14880, 15985, 19729, 21708, 21710, 21741, 21743, 21746, 22260, 22851"|"datetime"
"0385"|"Oncology Colon Cancer:  Chemotherapy for Stage III Colon Cancer Patients"|"A_967"|"System reason"|"Negation Rationale"|"medication not done"|"A_c310"|"HL7"|"3.0"|"19730 , 19731, 19733, 19734, 19735, 19736, 19987, 19988, 19989, 19990, 21408, 21493, 21568, 21706, 21707, 21709, 21728, 21729, 21730, 21731, 21732, 21733, 21734, 21735, 21744, 22023, 22024, 22165, 22166, 22167, 22168, 22169, 22857, 22858, 22859, 22865, 22866, 22867, 22907, 22909, 22911, 22912, 22913"|"datetime"
