"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0038"|"Childhood immunization Status"|"N_1646"|"asymptomatic HIV"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c490"|"GROUPING"||"c250, c251, c338"|"datetime"
"0038"|"Childhood immunization Status"|"N_1845"|"asymptomatic HIV"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c251"|"ICD-10-CM"|"06/2009"|"Z21"|"datetime"
"0038"|"Childhood immunization Status"|"N_1846"|"asymptomatic HIV"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c250"|"ICD-9-CM"|"06/2009"|"042, V08"|"datetime"
"0038"|"Childhood immunization Status"|"N_1847"|"asymptomatic HIV"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c338"|"SNOMED-CT"|"07/2009"|"91947003, 91948008"|"datetime"
"0038"|"Childhood immunization Status"|"N_1653"|"Baker's Yeast"|"Substance"|"substance allergy"|"N_c505"|"RxNorm"|"07/2009"|"C2730259"|"datetime"
"0038"|"Childhood immunization Status"|"N_645"|"birthdate"|"Individual characteristic"|"patient characteristic"|"N_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0038"|"Childhood immunization Status"|"N_1644"|"cancer of lymphoreticular or histiocytic tissue"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c491"|"GROUPING"||"c252, c340, c596"|"datetime"
"0038"|"Childhood immunization Status"|"N_1645"|"cancer of lymphoreticular or histiocytic tissue"|"Diagnosis / Condition / Problem"|"diagnosis inactive"|"N_c491"|"GROUPING"||"c252, c340, c596"|"datetime"
"0038"|"Childhood immunization Status"|"N_1848"|"cancer of lymphoreticular or histiocytic tissue"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c596"|"ICD-10-CM"|"2010"|"C96, C96.1, C96.3, C96.7"|"datetime"
"0038"|"Childhood immunization Status"|"N_1849"|"cancer of lymphoreticular or histiocytic tissue"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c252"|"ICD-9-CM"|"06/2009"|"201, 202, 203"|"datetime"
"0038"|"Childhood immunization Status"|"N_1850"|"cancer of lymphoreticular or histiocytic tissue"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c340"|"SNOMED-CT"|"07/2009"|"109962001, 109964000, 109965004, 109966003, 109967007, 109968002, 109969005, 109970006, 109971005, 109972003, 109975001, 109976000, 109977009, 109978004, 109979007, 109982002, 109984001, 109989006, 110006004, 110007008, 118599009, 118600007, 118601006, 118602004, 118605002, 118606001, 118607005, 118608000, 118609008, 118610003, 118611004, 118617000, 118618005, 123313007, 127220001, 128874001, 128875000, 13048006, 15861008, 186723002, 188487008, 188488003, 188489006, 188492005, 188493000, 188498009, 188499001, 188500005, 188501009, 188502002, 188503007, 188504001, 188505000, 188506004, 188507008, 188509006, 188510001, 188511002, 188512009, 188513004, 188514005, 188515006, 188516007, 188517003, 188524002, 188526000, 188529007, 188531003, 188533000, 188534006, 188536008, 188537004, 188538009, 188541000, 188543002, 188547001, 188548006, 188551004, 188554007, 188558005, 188559002, 188561006, 188562004, 188565002, 188566001, 188567005, 188568000, 188569008, 188570009, 188572001, 188575004, 188576003, 188577007, 188578002, 188579005, 188580008, 188582000, 188585003, 188586002, 188587006, 188589009, 188590000, 188591001, 188592008, 188593003, 188606007, 188608008, 188609000, 188612002, 188613007, 188627002, 188630009, 188631008, 188632001, 188633006, 188634000, 188635004, 188637007, 188672005, 188674006, 188675007, 188676008, 188679001, 188680003, 188685008, 188718006, 188727007, 20224008, 20447006, 232075002, 236513009, 237865009, 240531002, 25050002, 254792006, 255101006, 255102004, 269476000, 274905008, 276811008, 276815004, 276836002, 277577000, 277579002, 277580004, 277606000, 277608004, 277609007, 277610002, 277611003, 277612005, 277613000, 277614006, 277615007, 277616008, 277617004, 277618009, 277622004, 277623009, 277624003, 277625002, 277626001, 277627005, 277628000, 277629008, 277632006, 277637000, 277641001, 277642008, 277643003, 277651000, 277653002, 277654008, 277664004, 278051002, 278052009, 285420006, 285421005, 285422003, 285423008, 285424002, 285426000, 285428004, 285430002, 285776004, 302841002, 302842009, 302845006, 302848008, 303017006, 303055001, 303056000, 303057009, 307622006, 307623001, 307624007, 307625008, 307633009, 307634003, 307635002, 307636001, 307637005, 307646004, 307647008, 307649006, 308121000, 31047003, 313427003, 371134001, 373168002, 400001003, 400122007, 402881008, 402882001, 404103007, 404104001, 404105000, 404106004, 404107008, 404108003, 404109006, 404111002, 404112009, 404113004, 404114005, 404115006, 404116007, 404117003, 404119000, 404120006, 404125001, 404126000, 404128004, 404130002, 404131003, 404132005, 404133000, 404134006, 404135007, 404136008, 404137004, 404138009, 404140004, 404141000, 404142007, 404143002, 404144008, 404145009, 404146005, 404147001, 404148006, 404150003, 404157000, 413537009, 413587002, 414166008, 414553000, 414780005, 414785000, 415110002, 415111003, 415112005, 41615007, 420302007, 420519005, 420788006, 421283008, 421418009, 421696004, 421835000, 422052002, 422172005, 422853008, 425657001, 426071002, 426248008, 426336007, 426370008, 426885008, 427141003, 440422002, 441313008, 441559006, 441962003, 442537007, 51056004, 58961005, 60620005, 61493004, 68979007, 92508006, 92512000, 92514004, 92515003, 92516002, 93191005, 93192003, 93193008, 93194002, 93195001, 93196000, 93197009, 93198004, 93199007, 93487009, 93488004, 93489007, 93492006, 93493001, 93494007, 93495008, 93496009, 93497000, 93498005, 93500006, 93501005, 93505001, 93506000, 93507009, 93509007, 93510002, 93514006, 93515007, 93516008, 93518009, 93519001, 93520007, 93521006, 93522004, 93523009, 93524003, 93525002, 93526001, 93527005, 93528000, 93530003, 93531004, 93532006, 93533001, 93534007, 93536009, 93537000, 93541001, 93542008, 93543003, 93545005, 93546006, 93547002, 93548007, 93549004, 93550004, 93551000, 93552007, 93554008, 93555009, 94686001, 94687005, 94688000, 94690004, 94704006, 94707004, 94708009, 94709001, 94710006, 94711005, 94712003, 94714002, 94715001, 95186006, 95187002, 95188007, 95192000, 95193005, 95194004, 95224004, 95225003, 95226002, 95230004, 95231000, 95260009, 95261008, 95263006, 95264000"|"datetime"
"0038"|"Childhood immunization Status"|"N_1851"|"cancer of lymphoreticular or histiocytic tissue"|"Diagnosis / Condition / Problem"|"diagnosis inactive"|"N_c596"|"ICD-10-CM"|"2010"|"C96, C96.1, C96.3, C96.7"|"datetime"
"0038"|"Childhood immunization Status"|"N_1852"|"cancer of lymphoreticular or histiocytic tissue"|"Diagnosis / Condition / Problem"|"diagnosis inactive"|"N_c252"|"ICD-9-CM"|"06/2009"|"201, 202, 203"|"datetime"
