"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2024"|"alcohol or drug dependence"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c608"|"GROUPING"||"c600, c606, c607"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2023"|"alcohol or drug dependence"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c607"|"ICD-10-CM"|"06/2009"|"F10, F10.2, F10.22, F11, F12, F13, F14, F15, F16, F17, F18, F19, F19.12, F19.14, F19.15, F19.16, F19.17, F19.18, F19.24, F19.25, F19.29, F19.9, K29.2, K70.1"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2022"|"alcohol or drug dependence"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c606"|"ICD-9-CM"|"06/2009"|"291, 291.0, 291.1, 291.2, 291.3, 291.4, 291.5, 291.8, 291.81, 291.82, 291.89, 291.9, 292, 292.0, 292.1, 292.11, 292.12, 292.2, 292.8, 292.81, 292.82, 292.83, 292.84, 292.85, 292.89, 292.9, 303.00, 303.01, 303.02, 303.90, 303.91, 303.92, 304.00, 304.01, 304.02, 304.10, 304.11, 304.12, 304.20, 304.21, 304.22, 304.30, 304.31, 304.32, 304.40, 304.41, 304.42, 304.50, 304.51, 304.52, 304.60, 304.61, 304.62, 304.70, 304.71, 304.72, 304.80, 304.81, 304.82, 304.90, 304.91, 304.92, 305.00, 305.01, 305.02, 305.20, 305.21, 305.22, 305.30, 305.31, 305.32, 305.40, 305.41, 305.42, 305.50, 305.51, 305.52, 305.60, 305.61, 305.62, 305.70, 305.71, 305.72, 305.80, 305.81, 305.82, 305.90, 305.91, 305.92, 535.3, 535.30, 535.31, 571.1"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2012"|"alcohol or drug dependence"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c600"|"SNOMED-CT"|"07/2009"|"191811004, 191812006, 191816009, 191819002, 191820008, 191825003, 191826002, 191829009, 191831000, 191832007, 191837001, 191838006, 191839003, 191849000, 191850000, 191853003, 191855005, 191856006, 191865004, 191867007, 191868002, 191869005, 191871005, 191873008, 191874002, 191875001, 191877009, 199255000, 21647008, 231468005, 231469002, 231470001, 231472009, 231473004, 231474005, 231475006, 231477003, 231478008, 231479000, 231480002, 231481003, 231482005, 237228001, 2403008, 267206008, 268640002, 268641003, 31956009, 38247002, 426001001, 426873000, 427327003, 429299000, 441681009, 442406005, 5002000, 51339003, 56294008, 58727001, 66590003, 7200002, 75544000, 85005007, 87858002"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2062"|"Alcohol, drug rehab and detox interventions"|"Procedure"|"procedure performed"|"N_c632"|"GROUPING"||"c602, c626"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2052"|"Alcohol, drug rehab and detox interventions"|"Procedure"|"procedure performed"|"N_c626"|"ICD-9-CM"|"06/2009"|"94.61, 94.63, 94.64, 94.66, 94.67, 94.69"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2014"|"Alcohol, drug rehab and detox interventions"|"Procedure"|"procedure performed"|"N_c602"|"SNOMED-CT"|"07/2009"|"20093000, 23915005, 35637008, 52052004, 56876005, 62213004, 78092008"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2011"|"birthdate"|"Individual characteristic"|"patient characteristic"|"N_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2061"|"Detoxification interventions"|"Procedure"|"procedure performed"|"N_c631"|"GROUPING"||"c627, c630"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2049"|"Detoxification interventions"|"Procedure"|"procedure performed"|"N_c627"|"ICD-9-CM"|"06/2009"|"94.62, 94.65, 94.68"|"datetime"
"0004"|"Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: (a)  Initiation, (b) Engagement"|"N_2063"|"Detoxification interventions"|"Procedure"|"procedure performed"|"N_c630"|"SNOMED-CT"|"07/2009"|"67516001"|"datetime"
