"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_7048"|"Bilateral Oophorectomy"|"Procedure"|"procedure performed"|"A_c470"|"CPT"|"2010"|"58720, 58940, 58943, 58950, 58951, 58952, 58953, 58954, 58956"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_1499"|"Bilateral Oophorectomy"|"Procedure"|"procedure performed"|"A_c471"|"GROUPING"||"A_c469, A_c470"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_7050"|"Bilateral Oophorectomy"|"Procedure"|"procedure performed"|"A_c469"|"SNOMED-CT"|"07/2009"|"29529008, 29827000, 441820006, 44619000, 76876009, 86477000"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_232"|"birthdate"|"Individual characteristic"|"patient characteristic"|"A_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_1322"|"Breast Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c389"|"GROUPING"||"A_c96, A_c97, A_c98"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_234"|"Breast Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c97"|"ICD-10-CM"|"2010"|"C50, C50.0, C50.4, C50.5, C50.6, C50.9"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_233"|"Breast Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c96"|"ICD-9-CM"|"2009"|"174.0, 174.1, 174.2, 174.3, 174.4, 174.5, 174.6, 174.8, 174.9"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_235"|"Breast Cancer"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c98"|"SNOMED-CT"|"7/2009"|"109886000, 126926005, 188050009, 188147009, 188151006, 188152004, 188153009, 188154003, 188155002, 188156001, 188157005, 188158000, 188159008, 188161004, 188361007, 254837009, 254838004, 254839007, 254840009, 254841008, 254843006, 254844000, 278050001, 278052009, 278053004, 278054005, 286892007, 286893002, 286894008, 286895009, 286896005, 286897001, 314955001, 372064008, 372092003, 372093008, 372094002, 372095001, 372096000, 372137005, 373080008, 373081007, 373082000, 373083005, 373088001, 373089009, 373090000, 373091001, 403458008, 403946000, 408643008, 417181009, 427685000, 431396003, 93215006, 93680004, 93745008, 93776002, 93796005, 93874009, 93876006, 93924008, 94012007, 94115006, 94176003, 94182000, 94244003, 94276008, 94297009, 94385006, 94387003, 94443006, 94544002, 94653000, 94655007"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_771"|"Breast Cancer ER or PR Positive"|"Procedure"|"procedure result"|"A_c284"|"SNOMED-CT"|"7/2009"|"416053008, 416561008, 417181009, 417742002, 427685000"|"datetime"
"0387"|"Oncology Breast Cancer:  Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer"|"A_1323"|"Breast Cancer History"|"Diagnosis / Condition / Problem"|"diagnosis inactive"|"A_c390"|"GROUPING"||"A_c278, A_c279, A_c416"|"datetime"
