"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_2001"|"acute myocardial infarction"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c460"|"GROUPING"||"N_c138, N_c139, N_c191"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_346"|"acute myocardial infarction"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c138"|"ICD-9-CM"|"06/2009"|"410.01, 410.11, 410.21, 410.31, 410.41, 410.51, 410.61, 410.71, 410.81, 410.91"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_347"|"acute myocardial infarction"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c139"|"ICD-10-CM"|"06/2009"|"I21.0, I21.09, I21.11, I21.19, I21.29, I21.3, I21.4"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_526"|"acute myocardial infarction"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c191"|"SNOMED-CT"|"07/2009"|"10273003, 15990001, 194798004, 194809007, 22298006, 233825009, 233826005, 233827001, 233828006, 233829003, 233830008, 233831007, 233832000, 233833005, 233834004, 233835003, 233836002, 233837006, 233838001, 282006, 30277009, 304914007, 307140009, 401303003, 401314000, 52035003, 54329005, 57054005, 58612006, 59063002, 62695002, 64627002, 65547006, 70211005, 70422006, 70998009, 73795002, 76593002, 79009004"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_1992"|"birthdate"|"Individual characteristic"|"patient characteristic"|"N_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_2002"|"CABG"|"Procedure"|"procedure performed"|"N_c461"|"GROUPING"||"N_c140, N_c141, N_c142, N_c143"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_348"|"CABG"|"Procedure"|"procedure performed"|"N_c140"|"CPT"|"06/2009"|"33510, 33511, 33512, 33513, 33514, 33516, 33517, 33518, 33519, 33521, 33522, 33523, 33533, 33534, 33535, 33536"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_349"|"CABG"|"Procedure"|"procedure performed"|"N_c141"|"HCPCS"|"06/2009"|"S2205, S2206, S2207, S2208, S2209"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_350"|"CABG"|"Procedure"|"procedure performed"|"N_c142"|"ICD-9-CM"|"06/2009"|"36.1, 36.10, 36.11, 36.12, 36.13, 36.14, 36.15, 36.16, 36.17, 36.19, 36.2"|"datetime"
"0068"|"Ischemic Vascular Disease (IVD): Use of Aspirin or another Antithrombotic"|"N_351"|"CABG"|"Procedure"|"procedure performed"|"N_c143"|"SNOMED-CT"|"07/2009"|"10326007, 108220007, 108221006, 12843005, 209099002, 30346009, 37894004, 39202005, 4525004, 69399002, 74371005, 83362003, 86181006"|"datetime"
