"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0036"|"Use of Appropriate Medications for Asthma"|"N_1394"|"acute respiratory failure"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c452"|"GROUPING"||"c231, c232, c553"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_1895"|"acute respiratory failure"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c553"|"SNOMED-CT"||"397767007, 65710008, 67905004"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_797"|"acute respiratory failure"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c232"|"ICD-10-CM"|"06/2009"|"J96.0"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_798"|"acute respiratory failure"|"Diagnosis / Condition / Problem"|"diagnosis active"|"N_c231"|"ICD-9-CM"|"06/2009"|"518.81"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_2130"|"Antiasthmatic combinations"|"Medication"|"medication active"|"N_c296"|"RxNorm"|"07/2009"|"197639 , 198266 , 198267 , 243324 , 243325 , 243327 , 246453 , 251963 , 260063 , 283239 , 310043 , 310045 , 310096 , 310097 , 310616 , 310617 , 310658 , 314004 , 315111 , 346733 , 349386 , 349629 , 359468 , 388681 , 428925 , 56229, 756306 , 756311"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_2131"|"Antiasthmatic combinations"|"Medication"|"medication order"|"N_c296"|"RxNorm"|"07/2009"|"197639 , 198266 , 198267 , 243324 , 243325 , 243327 , 246453 , 251963 , 260063 , 283239 , 310043 , 310045 , 310096 , 310097 , 310616 , 310617 , 310658 , 314004 , 315111 , 346733 , 349386 , 349629 , 359468 , 388681 , 428925 , 56229, 756306 , 756311"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_782"|"Antiasthmatic combinations"|"Medication"|"medication dispensed"|"N_c296"|"RxNorm"|"07/2009"|"197639 , 198266 , 198267 , 243324 , 243325 , 243327 , 246453 , 251963 , 260063 , 283239 , 310043 , 310045 , 310096 , 310097 , 310616 , 310617 , 310658 , 314004 , 315111 , 346733 , 349386 , 349629 , 359468 , 388681 , 428925 , 56229, 756306 , 756311"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_2132"|"Antibody inhibitor"|"Medication"|"medication active"|"N_c297"|"RxNorm"|"07/2009"|"403866"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_2133"|"Antibody inhibitor"|"Medication"|"medication order"|"N_c297"|"RxNorm"|"07/2009"|"403866"|"datetime"
"0036"|"Use of Appropriate Medications for Asthma"|"N_783"|"Antibody inhibitor"|"Medication"|"medication dispensed"|"N_c297"|"RxNorm"|"07/2009"|"403866"|"datetime"
