"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1637"|"Allergy to eggs"|"Substance"|"substance allergy"|"A_c510"|"GROUPING"||"A_c206, A_c208"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1682"|"Allergy to eggs"|"Substance"|"substance allergy"|"A_c206"|"ICD-9-CM"|"2010"|"V15.03"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1681"|"Allergy to eggs"|"Substance"|"substance allergy"|"A_c208"|"SNOMED-CT"|"July 2009"|"1484830012, 213020009, 292098007, 293104008, 293112000, 293113005, 420113004, 91930004"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_202"|"birthdate"|"Individual characteristic"|"patient characteristic"|"A_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1538"|"Encounter Influenza"|"Encounter"|"encounter"|"A_c457"|"GROUPING"||"A_c106, A_c107, A_c108, A_c109, A_c26, A_c28, A_c454"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1539"|"Encounter Influenza"|"Encounter"|"encounter"|"A_c457"|"GROUPING"||"A_c106, A_c107, A_c108, A_c109, A_c26, A_c28, A_c454"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1449"|"Encounter Nursing Discharge"|"Encounter"|"encounter"|"A_c454"|"CPT"|"2010"|"99315, 99316"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1448"|"Encounter Nursing Facility"|"Encounter"|"encounter"|"A_c28"|"CPT"|"2010"|"99304, 99305, 99306, 99307, 99308, 99309, 99310"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_293"|"Encounter Outpatient"|"Encounter"|"encounter"|"A_c26"|"CPT"|"2010"|"99201, 99202, 99203, 99204, 99205, 99212, 99213, 99214, 99215, 99241, 99242, 99243, 99244, 99245, 99324, 99325, 99326, 99327, 99328, 99334, 99335, 99336, 99337, 99341, 99342, 99343, 99344, 99345, 99347, 99348, 99349, 99350"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_264"|"Encounter Prev Med 40 and Older"|"Encounter"|"encounter"|"A_c109"|"CPT"|"2010"|"99386, 99387, 99396, 99397"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_265"|"Encounter Prev Med Group Counseling"|"Encounter"|"encounter"|"A_c107"|"CPT"|"2010"|"99411, 99412"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_267"|"Encounter Prev Med Other Services"|"Encounter"|"encounter"|"A_c108"|"CPT"|"2010"|"99420, 99429"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_266"|"Encounter Prev Med-Individual counseling"|"Encounter"|"encounter"|"A_c106"|"CPT"|"2010"|"99401, 99402, 99403, 99404"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_541"|"Influenza Immunization"|"Medication"|"medication administered"|"A_c204"|"RxNorm"|"12/2009"|"857924 , 857942 , 857965"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_550"|"Influenza Immunization"|"Medication"|"medication intolerance"|"A_c204"|"RxNorm"|"12/2009"|"857924 , 857942 , 857965"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_551"|"Influenza Immunization"|"Medication"|"medication adverse event"|"A_c204"|"RxNorm"|"12/2009"|"857924 , 857942 , 857965"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_553"|"Influenza Immunization"|"Medication"|"medication allergy"|"A_c204"|"RxNorm"|"12/2009"|"857924 , 857942 , 857965"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1673"|"Influenza Immunization Contraindicated"|"Diagnosis / Condition / Problem"|"diagnosis active"|"A_c460"|"SNOMED-CT"|"07/09"|"390796006"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1484"|"Influenza Immunization Declined"|"Negation Rationale"|"medication not done"|"A_c461"|"SNOMED-CT"|"07/09"|"315640000"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1485"|"Influenza Immunization Declined"|"Negation Rationale"|"medication not done"|"A_c461"|"SNOMED-CT"|"07/09"|"315640000"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1486"|"Influenza Immunization Declined"|"Negation Rationale"|"medication not done"|"A_c461"|"SNOMED-CT"|"07/09"|"315640000"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1487"|"Influenza Immunization Declined"|"Negation Rationale"|"medication not done"|"A_c461"|"SNOMED-CT"|"07/09"|"315640000"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1488"|"Influenza Immunization Declined"|"Negation Rationale"|"medication not done"|"A_c461"|"SNOMED-CT"|"07/09"|"315640000"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1489"|"Influenza Immunization Declined"|"Negation Rationale"|"medication not done"|"A_c461"|"SNOMED-CT"|"07/09"|"315640000"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1490"|"Influenza Immunization Declined"|"Negation Rationale"|"medication not done"|"A_c461"|"SNOMED-CT"|"07/09"|"315640000"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_346"|"Measurement enddate"|"Measure timing"|"end: 12/31/yyyy 23:59:59 (prompt for year)"|"A_c130"||||
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_347"|"Measurement period"|"Measure timing"|"start of timing window"|"A_c131"||||
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1068"|"Medical reason"|"Negation Rationale"|"medication not done"|"A_c313"|"HL7"|"3.0"|"21703, 21704, 21738, 21745, 21747, 21815, 21990, 22259, 22261, 22855"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1069"|"Medical reason"|"Negation Rationale"|"medication not done"|"A_c313"|"HL7"|"3.0"|"21703, 21704, 21738, 21745, 21747, 21815, 21990, 22259, 22261, 22855"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1070"|"Medical reason"|"Negation Rationale"|"medication not done"|"A_c313"|"HL7"|"3.0"|"21703, 21704, 21738, 21745, 21747, 21815, 21990, 22259, 22261, 22855"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1072"|"Patient reason"|"Negation Rationale"|"medication not done"|"A_c311"|"HL7"|"3.0"|"14880, 15985, 19729, 21708, 21710, 21741, 21743, 21746, 22260, 22851"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1073"|"Patient reason"|"Negation Rationale"|"medication not done"|"A_c311"|"HL7"|"3.0"|"14880, 15985, 19729, 21708, 21710, 21741, 21743, 21746, 22260, 22851"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1074"|"Patient reason"|"Negation Rationale"|"medication not done"|"A_c311"|"HL7"|"3.0"|"14880, 15985, 19729, 21708, 21710, 21741, 21743, 21746, 22260, 22851"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1187"|"System reason"|"Negation Rationale"|"medication not done"|"A_c310"|"HL7"|"3.0"|"19730 , 19731, 19733, 19734, 19735, 19736, 19987, 19988, 19989, 19990, 21408, 21493, 21568, 21706, 21707, 21709, 21728, 21729, 21730, 21731, 21732, 21733, 21734, 21735, 21744, 22023, 22024, 22165, 22166, 22167, 22168, 22169, 22857, 22858, 22859, 22865, 22866, 22867, 22907, 22909, 22911, 22912, 22913"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1188"|"System reason"|"Negation Rationale"|"medication not done"|"A_c310"|"HL7"|"3.0"|"19730 , 19731, 19733, 19734, 19735, 19736, 19987, 19988, 19989, 19990, 21408, 21493, 21568, 21706, 21707, 21709, 21728, 21729, 21730, 21731, 21732, 21733, 21734, 21735, 21744, 22023, 22024, 22165, 22166, 22167, 22168, 22169, 22857, 22858, 22859, 22865, 22866, 22867, 22907, 22909, 22911, 22912, 22913"|"datetime"
"0041"|"Preventive Care and Screening: Influenza Immunization for Patients ? 50 Years Old"|"A_1189"|"System reason"|"Negation Rationale"|"medication not done"|"A_c310"|"HL7"|"3.0"|"19730 , 19731, 19733, 19734, 19735, 19736, 19987, 19988, 19989, 19990, 21408, 21493, 21568, 21706, 21707, 21709, 21728, 21729, 21730, 21731, 21732, 21733, 21734, 21735, 21744, 22023, 22024, 22165, 22166, 22167, 22168, 22169, 22857, 22858, 22859, 22865, 22866, 22867, 22907, 22909, 22911, 22912, 22913"|"datetime"
