"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0033"|"Chlamydia Screening for Women"|"N_592"|"birthdate"|"Individual characteristic"|"patient characteristic"|"N_c8"|"HL7"|"3.0"|"00110"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_694"|"chlamydia screening"|"Laboratory test"|"laboratory test performed"|"N_c218"|"CPT"|"06/2009"|"86631, 86632, 87110, 87270, 87320, 87490, 87491, 87492, 87810"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_696"|"chlamydia screening"|"Laboratory test"|"laboratory test result"|"N_c220"|"SNOMED-CT"|"07/2009"|"104281002, 104282009, 117775008, 121258006, 121953005, 121954004, 121955003, 121956002, 121957006, 121958001, 121959009, 122172008, 122173003, 122254005, 122322003, 134254001, 134255000, 134256004, 1484819014, 1484820015, 1488887010, 1488888017, 148888901"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_1828"|"chlamydia screening"|"Laboratory test"|"laboratory test result"|"N_c486"|"GROUPING"||"c219, c220"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_695"|"chlamydia screening"|"Laboratory test"|"laboratory test result"|"N_c219"|"LOINC"|"06/2009"|"14463-4, 14464-2, 14467-5, 14470-9, 14471-7, 14474-1, 14509-4, 14510-2, 14513-6, 16600-9, 16601-7, 21189-6, 21190-4, 21191-2, 21192-0, 21613-5, 23838-6, 31771-9, 31772-7, 31775-0, 31777-6, 4993-2, 50387-0, 53925-4, 53926-2"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_1694"|"contraceptive use education"|"Communication"|"communication to patient"|"N_c528"|"SNOMED-CT"|"07/2009"|"16311004, 398780007, 40176008, 44651004"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_2122"|"contraceptives"|"Medication"|"medication dispensed"|"N_c206"|"RxNorm"|"07/2009"|"153371, 197679, 197680, 198043, 204407, 238015, 238019, 238020, 240128, 240707, 242297, 246521, 246640, 248310, 249357, 250505, 250506, 250893, 259166, 284207, 310226, 310227, 310228, 310230, 310234, 310463, 311359, 311556, 311557, 311558, 312033, 312124,"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_2123"|"contraceptives"|"Medication"|"medication order"|"N_c206"|"RxNorm"|"07/2009"|"153371, 197679, 197680, 198043, 204407, 238015, 238019, 238020, 240128, 240707, 242297, 246521, 246640, 248310, 249357, 250505, 250506, 250893, 259166, 284207, 310226, 310227, 310228, 310230, 310234, 310463, 311359, 311556, 311557, 311558, 312033, 312124,"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_693"|"contraceptives"|"Medication"|"medication active"|"N_c206"|"RxNorm"|"07/2009"|"153371, 197679, 197680, 198043, 204407, 238015, 238019, 238020, 240128, 240707, 242297, 246521, 246640, 248310, 249357, 250505, 250506, 250893, 259166, 284207, 310226, 310227, 310228, 310230, 310234, 310463, 311359, 311556, 311557, 311558, 312033, 312124,"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_1825"|"encounter outpatient"|"Encounter"|"encounter"|"N_c552"|"GROUPING"||"c159, c27"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_685"|"encounter outpatient"|"Encounter"|"encounter"|"N_c27"|"CPT"|"06/2009"|"99201, 99202, 99203, 99204, 99205, 99211, 99212, 99213, 99214, 99215, 99217, 99218, 99219, 99220, 99241, 99242, 99243, 99244, 99245, 99341, 99342, 99343, 99344, 99345, 99347-99350, 99384, 99385, 99386, 99387, 99394, 99395, 99396, 99397, 99401, 99402, 9940"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_686"|"encounter outpatient"|"Encounter"|"encounter"|"N_c159"|"ICD-9-CM"|"06/2009"|"V70.0, V70.3, V70.5, V70.6, V70.8, V70.9"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_1813"|"Encounter pregnancy"|"Encounter"|"encounter"|"N_c543"|"ICD-9-CM"|"06/2009"|"V24, V24.0, V24.2, V25, V25.01, V25.02, V25.03, V25.09, V26.81, V28, V28.3, V28.81, V28.82, V72.4, V72.40, V72.41, V72.42"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_803"|"IUD use"|"Device"|"device applied"|"N_c312"|"SNOMED-CT"|"07/2009"|"169477005, 169479008, 169480006, 169481005, 169482003, 169483008, 169484002, 169485001, 169486000, 169487009, 169488004, 169489007, 169490003, 169491004"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_1693"|"IUD use"|"Device"|"device allergy"|"N_c312"|"SNOMED-CT"|"07/2009"|"169477005, 169479008, 169480006, 169481005, 169482003, 169483008, 169484002, 169485001, 169486000, 169487009, 169488004, 169489007, 169490003, 169491004"|"datetime"
"0033"|"Chlamydia Screening for Women"|"N_691"|"Laboratory tests indicative of sexually active woman"|"Laboratory test"|"laboratory test performed"|"N_c210"|"LOINC"|"06/2009"|"10705-2, 11083-3, 11084-1, 11481-9, 11597-2, 12222-6, 12223-4, 14499-8, 14500-3, 14502-9, 14503-7, 14504-5, 14506-0, 15019-3, 16280-0, 17398-9, 17399-7, 17400-3, 17401-1, 17402-9, 17403-7, 17404-5, 17405-2, 17406-0, 17407-8, 17408-6, 17409-4, 17410-2, 174"|"datetime"
